FoodName,Spiselig del %,Vann,Kilojoule kJ,Kilokalorier kcal,Fett,Mettet,C12:0 g,C14:0,C16:0,C18:0,Trans,Enumettet,C16:1 sum,C18:1 sum,Flerumettet,C18:2n-6,C18:3n-3,C20:3n-3,C20:3n-6,C20:4n-3,C20:4n-6,C20:5n-3 (EPA),C22:5n-3 (DPA),C22:6n-3 (DHA),Omega-3,Omega-6,Kolesterol mg,Karbohydrat,Stivelse,Mono+disakk,"Sukker, tilsatt",Kostfiber,Protein,Salt,Alkohol,Vitamin A RAE,Retinol µg,Beta-karoten µg,Vitamin D µg,Vitamin E alfa-TE,Tiamin mg,Riboflavin mg,Niacin mg,Vitamin B6 mg,Folat µg,Vitamin B12 µg,Vitamin C mg,Kalsium mg,Jern mg,Natrium mg,Kalium mg,Magnesium mg,Sink mg,Selen µg,Kopper mg,Fosfor mg,Jod µg
"Pudding, mandelsmak, Piano",100,78,441,105,3.1,2,0.09,0.31,0.88,0.32,0.1,0.7,0.07,0.63,0.1,0.04,0.01,0,0,0,0,0,0,0,0.01,0.01,8,16,2,14,9.7,0,3,0.2,0,36,35,6,0,0.1,0.04,0.13,0.1,0.03,3,0.3,0,114,0.1,60,154,11,0.4,2,0.02,101,14
Rabarbragrøt,100,80,330,78,0.1,0,0,0,0.01,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,18.2,1.9,16.3,15.6,2,0.3,0,0,2,0,23,0,0.1,0.01,0.01,0.1,0.01,2,0,2,35,0.1,1,61,3,0,0,0.01,7,0
Rabarbrasuppe,100,82,292,69,0.1,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,16.4,1.1,15.3,14.9,1,0.2,0,0,1,0,15,0,0.1,0,0.01,0.1,0,1,0,1,23,0,1,41,2,0,0,0.01,4,0
Riskrem,100,72,698,167,11.2,7,0.34,1.11,3.16,1.16,0.3,2.7,0.25,2.29,0.3,0.17,0.05,0,0,0,0,0,0,0,0.05,0.06,27,13.9,6.7,7.2,4.2,0,2.8,0.9,0,98,93,61,0.1,0,0.02,0.12,0.1,0.02,2,0.4,0,64,0,349,90,7,0.3,1,0.02,87,11
Rislunsj med jordbær,100,72,584,139,5.4,3.4,0.16,0.54,1.53,0.56,0.2,1.3,0.12,1.1,0.1,0.08,0.02,0,0,0,0,0,0,0,0.02,0.02,13,19.5,7.5,12,8.2,0,3,0.2,0,26,23,32,0,0.1,0.03,0.11,0.1,0.02,2,0.3,0,89,0,80,103,7,0.3,1,0,60,13
Saftis,100,82,312,73,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,18.3,0,18.3,15.6,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,3,0.1,1,15,1,0,0,0,2,0
"Saftis, Lollipop",100,73,507,120,3.5,3,0.02,0.06,0.88,1.06,0,0.2,0.02,1.06,0.1,0.12,0.01,0,0,0,0,0,0,0,0.01,0.12,0,22,0,22,16,0,0.1,0,0,4,0,44,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sitronfromasj,100,54,1219,293,21.6,12.5,0.55,1.83,5.85,2.16,0.5,5.7,0.49,4.91,1.1,0.79,0.1,0,0.01,0,0.06,0,0,0.03,0.13,0.69,146,18.2,0,18.2,16.5,0,6.4,0.2,0,218,209,108,0.8,1.6,0.03,0.2,0,0.04,13,0.6,4,20,0.6,64,59,5,0.4,8,0.06,111,16
Sjokoladefondant,100,29,1683,404,24.7,14,0.47,1.57,6.41,3.57,0.5,6.9,0.46,6.16,1.4,1.14,0.11,0.01,0.01,0.01,0.08,0.01,0.01,0.04,0.15,1.1,160,36.7,7.9,28.8,25.9,2,7.8,0.3,0,176,170,80,2.8,2.4,0.08,0.16,0.3,0.06,16,0.6,0,41,1.8,139,162,32,1,9,0.23,137,19
Sjokoladeglasur,100,17,1606,382,11.8,7,0.05,0.13,2.81,3.62,0,3.7,0.04,3.54,0.5,0.44,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.46,3,65.2,0.5,64.6,59,2,2.6,0,0,3,2,12,0,0.3,0.06,0.04,0.3,0.02,5,0.1,0,31,2,7,174,50,0.8,0,0.4,85,1
Sjokolademousse,100,40,1490,358,24.3,14,0.42,1.36,6.26,4.23,0.4,6.9,0.39,6.27,1.2,0.97,0.09,0.01,0.01,0.01,0.06,0.01,0.01,0.04,0.12,0.93,123,28.1,0.4,27.7,22.4,2,5.8,0.1,0,168,162,82,0.8,1.6,0.07,0.19,0.2,0.05,19,0.8,0,38,2,51,164,40,1,7,0.31,151,12
"Sjokoladepudding, av pulver",100,80,363,86,0.7,0.4,0.02,0.07,0.19,0.07,0,0.1,0.01,0.13,0,0.01,0,0,0,0,0,0,0,0,0,0.01,1,16.6,0.6,16,12,0,3.2,0.1,0,2,2,2,0.3,0,0.02,0.13,0,0.02,2,0.5,0,119,0,40,156,6,0.2,1,0,101,14
"Sjokoladepudding, Piano",100,75,471,112,2.8,1.8,0.08,0.28,0.79,0.29,0.1,0.7,0.06,0.57,0.1,0.04,0.01,0,0,0,0,0,0,0,0.01,0.01,7,17.7,1.6,16.1,13,1,3.4,0.1,0,35,34,16,0,0.1,0.05,0.13,0.1,0.04,5,0.2,0,108,1,40,230,21,0.5,2,0.03,109,13
"Sjokoladesaus, kjøpt",100,28,1137,268,1.2,0.6,0,0,0.24,0.27,,0.5,0,0.29,0.1,0.02,0,0,0,0,0,0,0,0,0,0.02,0,62,2.4,59.6,59.6,0,2.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.1,103,668,100,1.3,0,0.09,126,
"Smuldrepai, med bær",100,39,1320,316,15.6,9.4,0.44,1.46,4.25,1.53,0.4,3.7,0.34,3.16,0.8,0.57,0.13,0,0,0,0,0,0,0,0.13,0.42,36,38.4,15.8,22.6,19.8,4,3.7,0.2,0,120,112,94,1.8,1.3,0.07,0.03,0.5,0.06,11,0,6,34,0.7,83,155,23,0.4,1,0.1,68,5
"Smuldrepai, med eple",100,49,1075,257,11.9,7.2,0.33,1.12,3.27,1.16,0.3,2.9,0.26,2.45,0.5,0.44,0.06,0,0,0,0,0,0,0,0.06,0.33,27,33.3,12.2,21.1,14.2,3,2.7,0.2,0,91,86,68,1.4,0.5,0.07,0.03,0.3,0.05,3,0,2,18,0.6,61,146,18,0.3,1,0.06,109,5
"Smørkrem, med hard margarin",100,15,2174,522,36.8,14.5,4.2,1.71,2.58,4.6,0,13.8,0.05,13.38,6,4.22,1.72,0,0,0,0.04,0,0,0.02,1.74,4.27,66,46.3,0,46.3,46.1,0,1.5,0.7,0,449,435,161,5.2,7.5,0.02,0.03,0,0.02,11,0.4,0,11,0.4,282,10,1,0.3,4,0.02,40,6
"Smørkrem, med smør",100,4,2040,486,20.5,13,0.62,2.05,5.8,2.13,0.6,5,0.47,4.18,0.5,0.29,0.08,0,0,0,0,0,0,0,0.08,0.08,51,75.1,0,75.1,75,0,0.3,0.3,0,195,185,121,2.5,0.5,0,0.01,0,0.01,0,0,0,5,0,110,10,0,0,1,0.01,6,7
Sorbet,100,55,766,180,0.1,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,43.6,0,43.6,39.3,0,1.3,0.1,0,2,0,18,0,0.1,0.15,0.04,0.2,0.02,15,0,16,7,0,20,98,6,0,1,0.02,9,1
"Tilslørte bondepiker, med kavring",100,62,916,220,14.2,8.3,0.43,1.27,3.66,1.38,0.4,3.8,0.29,3.32,0.7,0.59,0.13,0,0,0,0,0,0,0,0.13,0.46,31,19.8,7.8,12,7,2,2.4,0.1,0,122,115,82,0.4,0.5,0.03,0.08,0.2,0.03,4,0.2,1,19,0.2,30,80,7,0.2,1,0.03,83,6
Trollkrem,100,67,544,128,0.4,0,0,0,0.02,0.01,0,0,0,0.05,0.2,0.1,0.06,0,0,0,0,0,0,0,0.06,0.1,0,28.2,0,28.2,23.9,2,1.9,0.1,0,0,0,5,0,0.9,0.01,0.05,0.4,0.01,14,0,5,16,0.2,28,97,9,0.1,1,0.07,18,0
"Vaniljekrem, med helmelk",100,76,477,113,3.3,2.1,0.11,0.33,0.93,0.34,0.1,0.8,0.07,0.67,0.1,0.05,0.01,0,0,0,0,0,0,0,0.01,0.02,8,17.8,3.1,14.7,10.6,0,3.1,0.1,0,7,7,5,0,0,0.01,0.13,0,0.01,1,0.5,0,121,0,37,158,10,0.4,1,0.02,103,15
"Vaniljekrem, Piano",100,74,620,148,8.6,5.4,0.26,0.86,2.43,0.89,0.3,2.1,0.2,1.75,0.2,0.12,0.03,0,0,0,0,0,0,0,0.03,0.03,21,14.7,3.7,11,7.5,0,3,0.1,0,113,113,4,0,0.2,0.04,0.13,0.1,0.03,3,0.4,0,108,0.1,40,151,10,0.4,2,0.02,73,15
"Vaniljesaus, av pulver",100,83,295,70,0.7,0.4,0.02,0.07,0.19,0.07,0,0.1,0.01,0.14,0,0.01,0,0,0,0,0,0,0,0,0,0,2,12.5,2.7,9.9,5.8,0,3.3,0.1,0,2,2,2,0.3,0,0.02,0.13,0,0.02,2,0.5,0,121,0,37,158,6,0.2,1,0,103,15
"Vaniljesaus, Piano",100,73,618,148,8.3,5.3,0.25,0.84,2.38,0.87,0.2,2,0.19,1.7,0.2,0.12,0.03,0,0,0,0,0,0,0,0.03,0.03,21,15.4,1.8,13.6,11.2,0,2.8,0.1,0,111,110,6,0,0.2,0.04,0.13,0.1,0.03,4,0.2,0,106,0.1,40,142,10,0.4,2,0.02,92,13
Baconcrisp,100,6,2520,606,46,16.6,0.01,0.03,2.37,1.28,0.2,23.9,0.08,33.95,3.7,4.59,0.18,0,0,0,0,0,0,0,0.23,4.59,119,0.2,0,0.2,0,0,47.9,3.3,0,0,0,0,0,0,0.56,0.2,4.2,0.05,0,0,0,32,2.4,1320,300,18,1.6,1,0.2,180,0
"Cashewnøtter, saltet, Den lille nøttefabrikken",100,7,2488,601,49,8.9,0,0.01,4.39,4.05,0,31.2,0.18,30.9,9.3,8.89,0.43,0,0,0,0,0,0,0,0.43,8.89,0,18.9,13,5.9,0,8,17,0.6,0,1,0,8,0,1,0.47,0.13,0.9,0.53,42,0,0,42,4.9,230,580,270,4.9,17,1.9,500,2
"Cashewnøtter, saltet, Eldorado",100,8,2413,582,46,8.6,0,0.01,4.35,3.73,0,28.8,0.18,28.4,8.8,8.58,0.17,0,0,0,0,0,0,0,0.17,8.58,0,21.2,15,6.2,0,8,17,1.1,0,1,0,7,0,0.5,0.39,0.13,1,0.54,50,0,0,38,4.7,430,560,250,4.3,10,1.6,460,2
"Cashewnøtter, saltet, Rema 1000",100,2,2599,628,51,8.6,0,0.01,4.22,3.83,0,33,0.19,32.6,9.4,9.14,0.24,0,0,0,0,0,0,0,0.24,9.14,0,17.6,12,5.6,0,9,20,0.5,0,1,0,7,0,1.1,0.46,0.15,1,0.57,48,0,0,45,5.5,200,600,250,4.8,17,2,500,2
Chilinøtter,100,7,2162,519,32.3,5.1,0.01,0.03,2.86,0.7,0,21,0.04,20.23,5.2,4.83,0.34,0,0,0,0,0,0,0,0.34,4.83,1,37.2,30.7,6.5,6.1,7,16.1,2.7,0,12,0,147,0,3.4,0.5,0.09,8.6,0.79,59,0,1,56,1.7,1063,397,112,1.6,19,0.52,243,2
"Chilinøtter, Den lille nøttefabrikken",100,7,2208,531,35,5.4,0,0.01,2.65,0.98,0,21.5,0.04,21,7.3,6.69,0.65,0,0,0,0,0,0,0,0.65,6.69,1,31.2,26,5.2,5.1,7,19,2.8,0,16,0,188,0,4.1,0.52,0.08,9.2,0.62,52,0,1,67,1.9,1100,460,140,2,35,0.45,270,2
"Chilinøtter, Eldorado",100,6,2174,522,32,3.7,0,0.01,1.81,0.5,0,21.2,0.05,20.3,5.1,4.77,0.3,0,0,0,0,0,0,0,0.31,4.77,1,40.3,34,6.3,5.6,8,14.4,2.8,0,14,0,170,0,3.7,0.52,0.09,7.8,1.1,62,0,2,46,1.7,1100,350,95,1.4,10,0.52,220,2
"Chilinøtter, Polly",100,8,2104,505,30,6.2,0.02,0.07,4.13,0.63,0,20.4,0.04,19.4,3.1,3.03,0.06,0,0,0,0,0,0,0,0.06,3.03,1,40,32,8,7.5,7,15,2.5,0,7,0,84,0,2.4,0.47,0.1,8.7,0.66,62,0,1,55,1.6,990,380,100,1.5,12,0.59,240,2
"Nøtteblanding, orientalsk blanding",100,9,1621,384,5.6,1.1,0,0,0.6,0.2,,2.6,0,2.5,1.7,1.7,0,,,,0,0,0,0,0,1.7,2,71.6,64.8,6.8,,4,9.4,0.9,0,5,4,8,0.1,1.1,0.06,0.04,3.5,0.12,39,0.1,0,21,1.5,363,176,48,1.6,4,0.3,108,12
Ostepop,100,2,2218,531,30.2,4.8,0.11,0.34,2.47,1.22,0.1,8.8,0.04,8.37,15.5,15.35,0.07,0,0,0,0,0,0,0,0.14,15.36,11,53.4,50.6,2.8,2.2,3,9.8,2.1,0,44,36,92,0,16.5,0.1,0.08,0.7,0.07,10,0.2,0,97,0.8,848,90,34,1.6,3,0.1,141,4
"Peanøtter, saltet",100,2,2578,623,51,7.8,0.16,0.1,4.07,1.09,0,32.8,0.06,31.73,6.2,6.13,0.06,0,0,0,0,0,0,0.04,0.08,6.11,2,9.5,4.7,4.8,0,10,26.7,1.2,0,0,0,0,0,6.1,1.01,0.09,12.7,0.64,75,0,1,47,1.5,480,597,177,2.5,10,0.57,347,2
"Peanøtter, saltet, Eldorado",100,2,2474,598,49,6.8,0.47,0.2,2.65,0.91,0,39.5,0.06,38,3.1,2.92,0.11,0,0,0,0,0,0,0.04,0.15,2.92,2,10.7,5.1,5.6,0,9,24,0.8,0,0,0,0,0,4.5,0.83,0.08,14,0.64,82,0,1,48,1.6,310,610,180,2.7,15,0.66,350,2
"Peanøtter, saltet, Maarud",100,2,2546,615,49,7,0.01,0.05,3.92,0.85,0,33,0.05,31.8,4.1,4.02,0.04,0,0,0,0,0,0,0,0.05,4.02,3,10.9,5.4,5.5,0,11,27,1.6,0,0,0,0,0,8.7,1,0.12,13,0.71,70,0,1,48,1.5,630,590,170,2.5,11,0.66,350,2
"Peanøtter, saltet, Polly",100,1,2713,656,55,9.8,0.01,0.05,5.65,1.52,0,25.9,0.05,25.4,11.5,11.44,0.02,0,0,0,0,0,0,0,0.03,11.4,2,6.9,3.6,3.3,0,9,29,1.3,0,0,0,0,0,5.1,1.2,0.08,11,0.56,73,0,2,45,1.3,500,590,180,2.3,3,0.38,340,2
"Popcorn, kjøpt",100,4,1670,399,14.5,4.3,0,0,1.91,0.27,0,8.3,0.02,3.31,1.3,8.06,0.19,0,0,0,0,0,0,0,0.19,8.06,0,51.4,50,1.4,0,11,10.1,2,0,8,0,90,0,0,0.01,0.03,0.8,0.2,14,0,0,5,3.1,786,240,86,0.1,1,0.16,275,5
"Popcorn, mikrobølgeovn",100,2,1909,458,22.1,10,0.07,0.31,13.25,1.41,0,8.4,0.04,0,2.5,3.68,0,0,0,0,0.01,0,0,0,0,3.7,2,48,47,1,0,15,9.4,1.4,0,0,0,0,0,2.8,0.1,0.07,1.4,0.2,21,0.1,0,10,2.3,541,182,71,2.5,5,0.16,180,5
"Popcorn, poppet i soyaolje",100,6,1766,421,14.7,2.1,0,0,1.6,0.42,0,3.4,0.01,3.34,8.1,7.48,0.66,0,0,0,0,0,0,0,0.67,7.48,0,55.1,54.5,0.6,0,13,10.5,1.9,0,9,0,105,0,1.1,0.18,0.25,1.7,0.22,8,0.2,0,9,2.3,770,265,116,3,9,0.37,263,4
"Popcorn, uten fett",100,4,1548,367,4.2,0.6,0,0,0.49,0.07,0,1.1,0,0.86,1.9,2.09,0.05,0,0,0,0,0,0,0,0.05,2.09,0,62.8,62.1,0.7,0,15,12,0.9,0,10,0,120,0,0.1,0.2,0.28,1.9,0.25,9,0.2,0,10,2.7,340,301,131,3.4,10,0.42,300,5
Potetchips,100,2,2156,517,31.5,2.6,0.01,0.02,1.19,0.88,0,24.6,0.04,24.45,2.5,2.32,0.1,0,0,0,0,0,0,0,0.13,2.32,1,50.5,50,0.5,0,6,5.2,1.1,0,0,0,0,0,9.2,0.14,0.07,3.6,0.71,34,0,17,8,1.2,455,1130,67,0.7,0,0.25,125,2
"Potetchips, Kims",100,2,2125,510,31,2.6,0.01,0.02,1.17,0.9,0,24.8,0.04,24.7,2.3,2.24,0.05,0,0,0,0,0,0,0,0.09,2.24,1,49.6,49,0.6,0,5,5.5,1,0,0,0,0,0,8.1,0.16,0.07,4.2,0.71,35,0,21,10,1.3,410,1300,78,0.8,0,0.27,150,2
"Potetchips, med mindre fett",100,5,1917,458,18,7.9,0,0.01,0.96,0.52,0,8,0.03,13.76,2.1,1.86,0.07,0,0,0,0,0,0,0,0.09,1.86,0,63,,1.5,0,14,4,1.5,0,0,0,0,0,0.1,0.1,0.05,4,0.22,20,0,10,40,1.5,600,1120,59,0.8,1,0.22,155,2
"Potetchips, Maarud",100,2,2187,525,32,2.6,0,0.02,1.2,0.87,0,24.4,0.04,24.2,2.6,2.4,0.16,0,0,0,0,0,0,0,0.18,2.4,1,51.4,51,0.4,0,6,4.9,1.3,0,0,0,0,0,10.3,0.11,0.06,2.9,0.71,32,0,14,6,1.1,500,960,55,0.6,0,0.22,100,2
"Potetchips, Sørlandschips",100,4,1966,471,25,4,0.01,0.02,2.07,0.63,0,15.5,0.07,14.7,4.1,3.96,0.14,0,0,0,0,0,0,0,0.16,3.96,2,50.5,50,0.5,0,6,7.8,1,0,0,0,0,0,0.7,0.19,0.12,6.6,0.43,43,0,15,10,1.4,400,1400,73,1.2,0,0.24,130,2
"Potetskruer, potetringer",100,3,2051,490,25.1,10.1,0,0.25,8.8,1.07,0,9.8,0,9.8,2.6,2.5,0.12,0,0,0,0,0,0,0,0.12,2.5,0,60,60,0,0,3,4.6,3.3,0,0,0,0,0,0.1,0.25,0.08,2.8,0.33,69,0,10,31,1.4,1320,630,36,0.7,1,0.18,129,2
Saltstenger,100,5,1604,380,6.3,1.4,0.29,0.11,0.51,0.38,,1.7,0.02,1.72,2.9,2.63,0.17,0,0,0,0,0,0,0,0.18,2.63,0,68.1,61,7.1,3.7,4,10.5,4.5,0,0,0,0,0,0,0.01,0.04,0.7,0.01,8,0.1,0,52,0.9,1800,120,29,0.4,1,0.26,141,0
"Tortillachips, nachochips",100,2,1987,475,22.5,2,0.06,0.04,0.97,0.59,0,14.3,0.03,14.1,3.6,3.4,0.14,0,0,0,0,0,0,0,0.17,3.4,5,57.4,55.5,1.9,0,7,7.4,1.4,0,11,0,136,0,7,0.5,0.09,1.1,0.37,19,0,2,84,1.2,545,250,75,1.3,3,0.12,190,0
"Tortillachips, nachochips, Maarud Tortilla Cheese",100,2,2051,491,27,2.5,0.11,0.06,1.09,0.73,0,18.3,0.04,18.1,3,2.79,0.12,0,0,0,0,0,0,0,0.18,2.79,6,51.5,49,2.5,0,6,7.7,2,0,20,0,244,0,9.1,0.29,0.11,0.7,0.27,23,0,2,120,1.1,810,250,76,1.3,2,0.13,200,5
"Tortillachips, nachochips, Santa Maria",100,2,1922,459,17.9,1.5,0,0.01,0.84,0.46,0,10.3,0.03,10.1,4.2,4,0.16,0,0,0,0,0,0,0,0.17,4,4,63.3,62,1.3,0,8,7.1,0.7,0,2,0,29,0,4.9,0.7,0.07,1.4,0.46,15,0,1,48,1.3,280,250,73,1.2,3,0.11,180,0
"Ajvar, paprikasaus, hjemmelaget",100,88,211,51,1.9,0.3,0,0,0.25,0.06,0,1.3,0.02,1.25,0.2,0.25,0.07,0,0,0,0,0,0,0,0.07,0.25,0,5.5,0.5,5,0.5,3,1.4,1.1,0,40,0,475,0,1.1,0.07,0.05,0.7,0.19,69,0,103,12,0.5,428,288,17,0.3,1,0.07,34,3
"Avokado- og kikertpålegg, Plantego",100,71,743,179,14,2,0,0,1.54,0.12,0,8,0.43,8.25,3,2.34,0.43,0,0,0,0,0,0,0,0.44,2.36,0,7.8,6.8,1,0,3,4,0.2,0,2,0,27,0,2.8,0.07,0.06,1,0.2,47,0,6,45,1,99,352,28,0.8,9,0.14,76,1
"Bønne- og olivensalat, Plantego",100,72,730,176,13.6,1.2,0,0,0.83,0.25,0,7.9,0.04,7.39,3.9,2.86,0.92,0,0,0,0,0,0,0,0.98,2.87,0,6.8,4.8,2,0.6,3,5,0.5,0,53,0,632,0,3.9,0.06,0.06,0.4,0.1,69,0,20,43,1,214,232,24,0.5,3,0.07,66,2
"Bønnegryte, vegetarisk",100,82,283,67,0.4,0,0,0,0.05,0.01,0,0,0,0.05,0.2,0.11,0.09,0,0,0,0,0,0,0,0.09,0.11,0,9.6,6.8,2.8,0.1,4,4.4,0.3,0,12,0,148,0,0.7,0.06,0.03,0.4,0.07,24,0,3,25,0.9,106,187,22,0.4,1,0.1,76,4
"Bønnekarbonader, stekt i soyaolje",100,64,792,190,10.9,3.1,0.31,0.27,1.36,0.72,0,4.6,0.1,4.53,2.3,1.79,0.44,0,0,0,0.04,0,0,0.02,0.46,1.82,66,14.2,12.2,2.1,0,4,6.9,1.3,0,61,59,18,1.2,1.4,0.09,0.1,0.6,0.09,40,0.2,2,39,1.4,535,283,32,0.7,5,0.11,128,9
"Falafel, kikertboller, hjemmelaget",100,37,1108,263,5.7,0.7,0,0.01,0.57,0.15,0,1.8,0.03,1.77,2.3,1.97,0.15,0,0,0,0.02,0,0,0.01,0.16,1.99,31,33.8,31.6,2.1,0,8,15.1,0.8,0,27,16,130,0.2,2.6,0.22,0.17,1.1,0.32,95,0.1,3,121,3.9,317,657,86,2.1,9,0.57,229,6
"Falafel, kikertboller, Hälsans kök",100,57,849,204,9.4,0.8,0,0.02,0.56,0.14,0,5.3,0.02,5.13,3.3,2.66,0.59,0,0,0,0,0,0,0,0.62,2.66,0,17.9,15.4,2.5,0,8,7.8,1.2,0,8,0,97,0,3,0.14,0.07,0.8,0.18,56,0,0,65,2.4,490,470,52,1,24,0.23,130,0
"Grønnsaksgryte, med potet",100,87,225,54,1.5,0.2,0,0,0.13,0.04,0,0.8,0.01,0.76,0.5,0.43,0.09,0,0,0,0,0,0,0,0.09,0.42,0,8,3.4,4.6,0,2,1,0.6,0,31,0,367,0,0.5,0.03,0.02,0.8,0.07,9,0,6,24,0.3,233,142,11,0.1,0,0.04,36,2
"Grønnsakspostei, Vita hjertego",100,65,855,206,15,1.3,0,0,0.77,0.35,0,7.3,0.03,7.08,6.1,5.44,0.62,0,0,0,0,0,0,0,0.62,5.46,0,11.5,9.2,2.3,0,5,4,1.2,0,49,0,588,0,5.9,0.07,0.05,0.4,0.1,34,0,7,35,1.3,460,273,33,0.7,1,0.16,78,1
"Grønnsaksrøre, med tomat, Ratatouille",100,89,208,50,2.8,0.3,0,0,0.24,0.07,0,1.4,0.01,1.36,0.9,0.78,0.13,0,0,0,0,0,0,0,0.13,0.78,0,3.5,0.2,3.4,0,4,1,0.3,0,40,0,476,0,1.3,0.02,0.01,0.2,0.07,9,0,20,13,0.2,119,87,7,0.1,0,0.05,30,1
Hummus,100,64,802,193,12.1,1.7,0,0.01,1.19,0.35,0,7.3,0.08,7.03,2.4,2.2,0.09,0,0,0,0,0,0,0,0.09,2.2,0,11.8,11.3,0.5,0,5,6.6,0.4,0,14,0,169,0,2.5,0.08,0.04,0.4,0.13,61,0,2,78,1.8,165,175,41,1,17,0.1,109,1
"Linse- og bønnesalat, Plantego",100,73,520,125,6,0.5,0,0,0.4,0.11,0,3,0.01,3.57,2,1.38,0.56,0,0,0,0,0,0,0,0.56,1.38,0,8.7,6.7,2,0,6,6,0.9,0,84,0,1010,0,2.1,0.06,0.04,0.4,0.08,27,0,24,43,1.2,341,207,20,0.4,4,0.02,57,2
Nøttestek,100,55,1144,276,21.4,4.2,0.05,0.18,2.53,1.08,0,9.3,0.09,9.26,5.6,5.35,0.17,0,0,0,0,0,0,0,0.18,5.36,10,10.2,6,4.2,0.2,5,8.1,0.8,0,39,20,223,0.1,4.9,0.14,0.16,1,0.15,33,0.1,6,95,1.8,338,401,88,1.6,18,0.55,213,4
"Paprika- og kikertpålegg, Plantego",100,79,343,82,1.4,0.2,0,0,0.14,0.02,0,0.4,0.01,0.29,0.6,0.61,0.05,0,0,0,0,0,0,0,0.05,0.61,0,10.2,8.3,2,0,4,5,1.1,0,21,0,249,0,1.1,0.06,0.04,0.3,0.16,73,0,53,42,1.1,424,184,25,0.7,11,0.05,69,2
Plantebasert burger,100,56,853,204,8.2,0.8,0,0.01,0.53,0.21,0,5.8,0.01,5.76,1.4,1.18,0.23,0,0,0,0,0,0,0,0.25,1.19,0,15.8,14.2,1.6,0,7,13.4,1.4,0,3,0,41,0,2.5,0.15,0.08,1.2,0.14,79,0,0,82,2.2,565,590,61,0.9,6,0.23,180,2
"Plantebasert burger, potet og linser, Hoff",100,49,1013,242,10.5,1,0,0,0.57,0.32,0,8.2,0.01,8.13,1.2,1.11,0.05,0,0,0,0,0,0,0,0.08,1.12,0,25.6,23.8,1.8,0,7,7.8,1.3,0,7,0,83,0,3.1,0.17,0.07,1.5,0.2,38,0,0,43,1.9,510,440,47,0.9,9,0.22,150,2
"Plantebasert burger, soyaprotein, Hälsans kök",100,63,688,164,5.8,0.7,0,0.01,0.5,0.11,0,3.5,0.02,3.39,1.7,1.26,0.41,0,0,0,0,0,0,0,0.43,1.26,0,5.8,4.5,1.3,0,6,19,1.6,0,0,0,0,0,1.9,0.12,0.09,0.9,0.09,120,0,1,120,2.5,620,740,74,1,3,0.24,210,2
"Plantebasert deig, erteprotein, Naturli",100,60,833,200,10.1,8,3.98,1.5,1.06,0.28,0,1,0,1.04,1,0.83,0.11,0,0,0,0,0,0,0,0.18,0.83,0,5.7,3.3,2.4,1.4,5,19,0.7,0,2,0,28,0,0.3,0.15,0.13,1.5,0.08,42,0.3,0,280,3.8,290,370,43,1.8,17,0.3,250,2
"Plantebasert deig, soyaprotein",100,67,681,163,8.6,0.6,0,0.01,0.42,0.13,0,5.4,0.02,5.28,2.5,1.79,0.73,0,0,0,0,0,0,0,0.75,1.79,0,1.4,0,1.4,0,6,17.2,0.7,0,0,0,0,0,2,0.15,0.09,1,0.13,114,0,0,114,2.9,270,617,85,1,4,0.3,213,0
"Plantebasert deig, soyaprotein og hvete, Folkets",100,60,832,199,9,1,0,0,0.6,0.32,0,2.8,0,2.82,5.1,5.05,0.03,0,0,0,0,0,0,0,0.06,5.05,0,11.1,10.6,0.5,0,4,16.6,1.1,0,0,0,0,0,5.4,0,0.13,0.2,0.03,60,0,0,84,2,440,260,39,0.7,5,0.18,190,5
"Plantebasert deig, soyaprotein, Hälsans kök",100,63,601,144,3.7,0.4,0,0.04,0.25,0.08,0,2.1,0.01,2.06,1.2,0.89,0.25,0,0,0,0,0,0,0,0.27,0.89,0,2.3,0,2.3,0,11,20,0.4,0,0,0,0,0,0.5,0.39,0.18,1.9,0.27,180,0,0,140,3.7,150,1000,120,1.8,1,0.5,270,0
"Plantebasert deig, soyaprotein, Naturli",100,65,741,178,10.7,0.7,0,0,0.5,0.16,0,6.8,0.03,6.64,3.1,2.2,0.91,0,0,0,0,0,0,0,0.94,2.2,0,0.3,0,0.3,0,7,16.7,1,0,0,0,0,0,2.8,0.04,0.06,1.2,0.04,110,0,0,110,2.4,390,550,78,0.6,8,0.22,210,0
"Plantebasert deig, soyaprotein, VegMe",100,73,681,164,11.4,0.7,0,0,0.51,0.16,0,7.3,0.02,7.15,3.3,2.28,1.04,0,0,0,0,0,0,0,1.05,2.28,0,0.5,0,0.5,0,0,14.8,0.7,0,0,0,0,0,2.8,0.01,0.04,0,0.07,52,0,0,91,2.7,270,300,57,0.7,4,0.19,160,0
